机	DEX	MIX	DEXM	4329229	ji
期	GRT	LR	GRTL	4282716	qi
部	OHXM	MIX	OHXM	4253282	bu
部	OCXM	MIX	OCXM	4253282	bu
后	EAH	UD	EAHU	4247803	hou
后	EAC	UD	EACU	4247803	hou
开	AG	UD	AGUG	4235603	kai
也	ID	LR	IDLD	4217936	ye
关	GQ	LR	GQLQ	4204571	guan
等	EFDN	UD	EFDN	4196967	deng
工	AMA	LR	AMAL	4172941	gong
工	ALA	LR	ALAL	4172941	gong
将	MAXNN	MIX	MAXN	4068809	jiang
将	LAXNN	MIX	LAXN	4068809	jiang
品	HHH	ENC	HHHE	4046168	pin
品	CCC	ENC	CCCE	4046168	pin
本	DA	UD	DAUA	4029925	ben
度	NGY	LR	NGYL	4016040	du
基	GRF	LR	GRFL	3916741	ji
保	QHD	LR	QHDL	3893012	bao
保	QCD	LR	QCDL	3893012	bao
可	AXH	MIX	AXHM	3885179	ke
可	AXC	MIX	AXCM	3885179	ke
其	GAAR	UD	GAAR	3877588	qi
定	SAOQ	ENC	SAOQ	3872518	ding
增	FRKJ	LR	FRKJ	3866344	zeng
力	QC	LR	QCLC	3820748	li
力	QP	LR	QPLP	3820748	li
力	QH	LR	QHLH	3820748	li
化	QI	LR	QILI	3812604	hua
利	EDMX	MIX	EDMX	3761357	li
利	EDLX	MIX	EDLX	3761357	li
投	WEXY	MIX	WEXY	3753515	tou
加	QCH	LR	QCHL	3750061	jia
加	QPH	LR	QPHL	3750061	jia
加	QHH	LR	QHHL	3750061	jia
展	CGV	ENC	CGVE	3748740	zhan
展	PGV	LR	PGVL	3748740	zhan
展	HGV	ENC	HGVE	3748740	zhan
面	AKOM	LR	AKOM	3745652	mian
法	YFN	UD	YFNU	3726880	fa
体	QDA	LR	QDAL	3687457	ti
主	OF	LR	OFLF	3656817	zhu
表	WAV	LR	WAVL	3646992	biao
报	WCMY	LR	WCMY	3639310	bao
报	WPMY	LR	WPMY	3639310	bao
报	WHMY	LR	WHMY	3639310	bao
美	GFQ	UD	GFQU	3620556	mei
重	ESKF	LR	ESKF	3618988	zhong
通	OXNT	MIX	OXNT	3587519	tong
与	OCA	LR	OCAL	3562339	yu
与	OPA	LR	OPAL	3562339	yu
与	OHA	LR	OHAL	3562339	yu
示	AAU	UD	AAUU	3552778	shi
政	AAQQ	UD	AAQQ	3533395	zheng
比	II	LR	IILI	3513993	bi
管	ESHH	LR	ESHH	3454696	guan
管	ESCH	LR	ESCH	3454696	guan
企	QOMA	LR	QOMA	3441035	qi
企	QOLA	LR	QOLA	3441035	qi
提	WJAQ	LR	WJAQ	3419485	ti
我	EWN	LR	EWNL	3406825	wo
据	WCSH	LR	WCSH	3389833	ju
据	WPSH	LR	WPSH	3389833	ju
据	WHSH	LR	WHSH	3389833	ju
民	HVI	ENC	HVIE	3382707	min
民	CVI	ENC	CVIE	3382707	min
内	PQT	LR	PQTL	3367454	nei
内	CQT	ENC	CQTE	3367454	nei
自	ETL	UD	ETLU	3349287	zi
自	ETM	UD	ETMU	3349287	zi
制	ETMX	MIX	ETMX	3345604	zhi
制	ETLX	MIX	ETLX	3345604	zhi
入	QE	LR	QELE	3321203	ru
收	VMQQ	LR	VMQQ	3316254	shou
收	VLQQ	LR	VLQQ	3316254	shou
外	XNO	MIX	XNOM	3314629	wai
目	TL	LR	TLLL	3298986	mu
目	TM	LR	TMLM	3298986	mu
亿	QX	MIX	QXMX	3292713	yi
价	QQMM	LR	QQMM	3261158	jia
价	QQLM	LR	QQLM	3261158	jia
信	QOAH	LR	QOAH	3255576	xin
网	TQQ	LR	TQQL	3230439	wang
平	AUS	LR	AUSL	3229894	ping
万	AC	LR	ACLC	3218951	wan
万	AP	LR	APLP	3218951	wan
万	AH	LR	AHLH	3218951	wan
持	WFDN	LR	WFDN	3188539	chi
数	UVQQ	ENC	UVQQ	3187723	shu
事	SMMX	MIX	SMMX	3178515	shi
事	SLLX	MIX	SLLX	3178515	shi
就	OUNQL	LR	OUNL	3171510	jiu
商	ORTH	LR	ORTH	3144376	shang
此	OAI	LR	OAIL	3028426	ci
而	ATMM	UD	ATMM	3017888	er
而	ATLM	UD	ATLM	3017888	er
区	CQ	ENC	CQEQ	3001857	qu
区	PQ	LR	PQLQ	3001857	qu
区	HQ	ENC	HQEQ	3001857	qu
建	XQMW	MIX	XQMW	2996009	jian
建	XQLW	MIX	XQLW	2996009	jian
他	QID	LR	QIDL	2934280	ta
交	ORQ	LR	ORQL	2913351	jiao
及	XEY	MIX	XEYM	2898292	ji
电	MKL	ENC	MKLE	2878287	dian
电	MKM	ENC	MKME	2878287	dian
电	LKL	LR	LKLL	2878287	dian
所	ECEAM	LR	ECEM	2836521	suo
所	EPEAM	LR	EPEM	2836521	suo
所	EHEAM	LR	EHEM	2836521	suo
最	JCSY	LR	JCSY	2829111	zui
最	JPSY	LR	JPSY	2829111	zui
最	JHSY	LR	JHSY	2829111	zui
计	NVS	LR	NVSL	2818499	ji
点	OHU	LR	OHUL	2798879	dian
点	OCU	LR	OCUL	2798879	dian
们	QMC	LR	QMCL	2795456	men
们	QMP	LR	QMPL	2795456	men
们	QMH	LR	QMHL	2795456	men
次	NAXQ	MIX	NAXQ	2787296	ci
得	EQJAN	LR	EQJN	2785039	de
量	JAKF	LR	JAKF	2764878	liang
性	IEWA	LR	IEWA	2763901	xing
还	OAU	LR	OAUL	2757552	hai
从	QQ	LR	QQLQ	2742738	cong
并	GG	UD	GGUG	2739860	bing
规	WQTEL	LR	WQTL	2739289	gui
之	NXQ	MIX	NXQM	2733900	zhi
记	NVCL	LR	NVCL	2732329	ji
记	NVPL	LR	NVPL	2732329	ji
记	NVHL	LR	NVHL	2732329	ji
已	CL	ENC	CLEL	2705081	yi
已	PL	LR	PLLL	2705081	yi
已	HL	ENC	HLEL	2705081	yi
相	DTL	UD	DTLU	2699362	xiang
相	DTM	UD	DTMU	2699362	xiang
学	UTXD	MIX	UTXD	2682377	xue
三	AAA	UD	AAAU	2644349	san
当	UCA	ENC	UCAE	2636488	dang
当	UPA	ENC	UPAE	2636488	dang
当	UHA	ENC	UHAE	2636488	dang
间	NCJ	LR	NCJL	2632408	jian
间	NPJ	LR	NPJL	2632408	jian
间	NHJ	LR	NHJL	2632408	jian
车	SW	ENC	SWEW	2585579	che
员	HTQ	ENC	HTQE	2564922	yuan
员	CTQ	ENC	CTQE	2564922	yuan
但	QJA	LR	QJAL	2555684	dan
小	XR	MIX	XRMR	2523462	xiao
说	NVRHL	LR	NVRL	2510368	shuo
融	ATMAN	UD	ATMN	2498167	rong
融	ATLAN	UD	ATLN	2498167	rong
海	YQKO	LR	YQKO	2490241	hai
明	JT	LR	JTLT	2480841	ming
应	NUA	LR	NUAL	2462475	ying
至	ANF	LR	ANFL	2441362	zhi
天	AQ	LR	AQLQ	2411225	tian
更	AMKQ	LR	AMKQ	2397021	geng
更	ALKQ	LR	ALKQ	2397021	geng
因	KQ	LR	KQLQ	2386820	yin
险	XMQAA	MIX	XMQA	2380162	xian
险	XLQAA	MIX	XLQA	2380162	xian
证	NVAOA	LR	NVAA	2375830	zheng
安	SV	ENC	SVEV	2361546	an
任	QEF	LR	QEFL	2351694	ren
总	RHI	ENC	RHIE	2351288	zong
总	RCI	ENC	RCIE	2351288	zong
济	YOQM	LR	YOQM	2342313	ji
银	QVJV	LR	QVJV	2306104	yin
都	SJXM	MIX	SJXM	2299779	dou
费	MXTQ	MIX	MXTQ	2277181	fei
费	LXTQ	MIX	LXTQ	2277181	fei
如	VH	LR	VHLH	2269454	ru
如	VC	LR	VCLC	2269454	ru
联	CSGQ	ENC	CSGQ	2256502	lian
联	PSGQ	LR	PSGQ	2256502	lian
联	HSGQ	ENC	HSGQ	2256502	lian
位	QOG	LR	QOGL	2245388	wei
调	NVTFH	LR	NVTH	2235040	diao
东	QD	LR	QDLD	2223891	dong
好	VXD	MIX	VXDM	2219389	hao
第	EXME	MIX	EXME	2218706	di
第	EXLE	MIX	EXLE	2218706	di
设	NVEXY	MIX	NVEY	2198531	she
营	GTHH	UD	GTHH	2187822	ying
营	GTCH	UD	GTCH	2187822	ying
看	EWTL	LR	EWTL	2179723	kan
向	ETH	UD	ETHU	2161448	xiang
向	ETC	UD	ETCU	2161448	xiang
强	XHMN	MIX	XHMN	2144875	qiang
强	XCMN	MIX	XCMN	2144875	qiang
强	XHLN	MIX	XHLN	2144875	qiang
台	NH	LR	NHLH	2144057	tai
台	NC	LR	NCLC	2144057	tai
题	JQATQ	LR	JQAQ	2128987	ti
心	I	MIX	IMII	2123384	xin
道	OGEL	LR	OGEL	2117917	dao
正	AOMA	LR	AOMA	2106982	zheng
正	AOLA	LR	AOLA	2106982	zheng
子	XD	MIX	XDMD	2105233	zi
创	QLMX	MIX	QLMX	2101933	chuang
创	QMMX	MIX	QMMX	2101933	chuang
创	QLLX	MIX	QLLX	2101933	chuang
系	EVNU	LR	EVNU	2098766	xi
近	OEAM	LR	OEAM	2094178	jin
意	OGJI	LR	OGJI	2082426	yi
情	IWAT	LR	IWAT	2076156	qing
今	QNX	MIX	QNXM	2073274	jin
布	QMT	LR	QMTL	2061028	bu
布	QLT	LR	QLTL	2061028	bu
改	CLQQ	ENC	CLQQ	2056832	gai
改	PLQQ	LR	PLQQ	2056832	gai
改	HLQQ	ENC	HLQQ	2056832	gai
问	MCH	ENC	MCHE	2033202	wen
问	MPH	ENC	MPHE	2033202	wen
问	MHH	ENC	MHHE	2033202	wen
权	DY	UD	DYUY	2014836	quan
监	MNTG	ENC	MNTG	2013878	jian
监	LNTG	LR	LNTG	2013878	jian
续	VASXQ	MIX	VASQ	2013256	xu
被	MDEY	ENC	MDEY	2007891	bei
被	LDEY	LR	LDEY	2007891	bei
名	XNH	MIX	XNHM	2006230	ming
名	XNC	MIX	XNCM	2006230	ming
项	AATQ	UD	AATQ	2003448	xiang
两	AQQT	LR	AQQT	1994126	liang
易	JIEE	LR	JIEE	1993074	yi
指	WIJ	LR	WIJL	1989965	zhi
房	ECOEC	LR	ECOC	1988391	fang
房	EPOEC	LR	EPOC	1988391	fang
房	EHOEC	LR	EHOC	1988391	fang
率	ONQS	LR	ONQS	1984786	lu
构	DIN	LR	DINL	1974144	gou
达	OQ	LR	OQLQ	1969681	da
标	DAAU	UD	DAAU	1960326	biao
告	EFH	UD	EFHU	1958578	gao
告	EFC	UD	EFCU	1958578	gao
文	OQ	LR	OQLQ	1953651	wen
集	QFD	LR	QFDL	1939864	ji
消	YUT	LR	YUTL	1937745	xiao
北	MAI	ENC	MAIE	1936928	bei
北	LAI	LR	LAIL	1936928	bei
技	WSY	LR	WSYL	1928062	ji
特	EWFDN	LR	EWFN	1904082	te
式	NIA	LR	NIAL	1890227	shi
然	TQU	LR	TQUL	1879808	ran
科	EDOS	UD	EDOS	1871919	ke
份	QRCE	LR	QRCE	1867719	fen
份	QRPE	LR	QRPE	1867719	fen
份	QRHE	LR	QRHE	1867719	fen
推	WQF	LR	WQFL	1863818	tui
受	TTY	UD	TTYU	1863155	shou
息	ELI	LR	ELIL	1857716	xi
息	EMI	LR	EMIL	1857716	xi
格	DEYH	UD	DEYH	1849206	ge
回	KH	LR	KHLH	1841508	hui
回	KC	LR	KCLC	1841508	hui
去	FN	LR	FNLN	1833112	qu
显	JGR	LR	JGRL	1830223	xian
立	OG	LR	OGLG	1812559	li
认	NVQ	LR	NVQL	1809107	ren
风	EXQ	MIX	EXQM	1808512	feng
服	TCMY	LR	TCMY	1806727	fu
服	TPMY	LR	TPMY	1806727	fu
服	THMY	LR	THMY	1806727	fu
起	FQHL	LR	FQHL	1804057	qi
起	FQCL	LR	FQCL	1804057	qi
原	AEJU	UD	AEJU	1798169	yuan
求	NSY	LR	NSYL	1794207	qiu
华	QIS	LR	QISL	1792542	hua
代	QNI	LR	QNIL	1782538	dai
未	SD	ENC	SDED	1773627	wei
着	GWTL	LR	GWTL	1772977	zhe
称	EDXU	MIX	EDXU	1763011	cheng
支	SY	ENC	SYEY	1753685	zhi
局	CCH	ENC	CCHE	1749512	ju
局	PPH	LR	PPHL	1749512	ju
局	HHH	ENC	HHHE	1749512	ju
京	OHU	LR	OHUL	1747542	jing
京	OCU	LR	OCUL	1747542	jing
责	WATQ	LR	WATQ	1738721	ze
需	ATATM	UD	ATAM	1726131	xu
值	QSTA	LR	QSTA	1724871	zhi
共	GR	LR	GRLR	1724384	gong
社	NUF	LR	NUFL	1723893	she
该	NVOVQ	LR	NVOQ	1723389	gai
门	NMC	LR	NMCL	1718156	men
门	NMP	LR	NMPL	1718156	men
门	NMH	LR	NMHL	1718156	men
接	WOGV	LR	WOGV	1713103	jie
解	XTCEW	MIX	XTCW	1709385	jie
解	XTPEW	MIX	XTPW	1709385	jie
解	XTHEW	MIX	XTHW	1709385	jie
整	DQAOA	LR	DQAA	1703371	zheng
些	OIAA	LR	OIAA	1694188	xie
统	VAONL	LR	VAOL	1689038	tong
流	YONL	LR	YONL	1688468	liu
院	XMSAL	MIX	XMSL	1683961	yuan
院	XLSAL	MIX	XLSL	1683961	yuan
程	EDHEF	UD	EDHF	1682185	cheng
程	EDCEF	UD	EDCF	1682185	cheng
水	Y	MIX	YMYY	1673515	shui
手	W	MIX	WMWW	1667227	shou
较	QWORQ	LR	QWOQ	1666911	jiao
预	XXATQ	MIX	XXAQ	1649773	yu
升	EG	UD	EGUG	1648727	sheng
处	EYO	UD	EYOU	1646340	chu
款	FUXQ	MIX	FUXQ	1639268	kuan
户	NC	LR	NCLC	1637966	hu
户	NP	LR	NPLP	1637966	hu
户	NH	LR	NHLH	1637966	hu
议	NVNQ	LR	NVNQ	1637728	yi
由	MK	ENC	MKEK	1624540	you
由	LK	LR	LKLK	1624540	you
没	YEXY	MIX	YEXY	1620657	mei
转	QWWXN	MIX	QWWN	1617462	zhuan
团	KDE	LR	KDEL	1604821	tuan
财	TQDE	LR	TQDE	1594594	cai
果	KD	LR	KDLD	1594323	guo
案	SVD	ENC	SVDE	1591504	an
件	QEW	LR	QEWL	1589538	jian
购	TQIN	LR	TQIN	1589153	gou
城	FNEC	LR	FNEC	1584531	cheng
限	XMJV	MIX	XMJV	1582026	xian
限	XLJV	MIX	XLJV	1582026	xian
导	HLDN	ENC	HLDN	1577353	dao
导	CLDN	ENC	CLDN	1577353	dao
导	HMDN	ENC	HMDN	1577353	dao
源	YAEU	UD	YAEU	1571521	yuan
结	VAFH	LR	VAFH	1568085	jie
券	UWCE	ENC	UWCE	1559431	quan
券	UWPE	ENC	UWPE	1559431	quan
券	UWHE	ENC	UWHE	1559431	quan
各	EYH	UD	EYHU	1558422	ge
各	EYC	UD	EYCU	1558422	ge
查	DJA	LR	DJAL	1556376	cha
放	OCQQ	LR	OCQQ	1555932	fang
放	OPQQ	LR	OPQQ	1555932	fang
放	OHQQ	LR	OHQQ	1555932	fang
步	OMAE	LR	OMAE	1555008	bu
步	OLAE	LR	OLAE	1555008	bu
二	AA	UD	AAUA	1554124	er
线	VANS	LR	VANS	1551672	xian
际	XMAAU	MIX	XMAU	1545735	ji
际	XLAAU	MIX	XLAU	1545735	ji
很	EQJV	LR	EQJV	1545189	hen
供	QGR	LR	QGRL	1538706	gong
研	AHAG	LR	AHAG	1537453	yan
研	ACAG	LR	ACAG	1537453	yan
单	RKS	ENC	RKSE	1537103	dan
级	VAXEY	MIX	VAXY	1534993	ji
无	AQL	LR	AQLL	1534638	wu
无	AQM	LR	AQML	1534638	wu
运	OAAN	LR	OAAN	1530540	yun
种	EDM	UD	EDMU	1528497	zhong
种	EDL	UD	EDLU	1528497	zhong
里	KF	LR	KFLF	1515988	li
策	EDT	UD	EDTU	1503647	ce
完	SAAL	ENC	SAAL	1502652	wan
影	JUEEE	LR	JUEE	1499105	ying
销	PRUT	LR	PRUT	1498645	xiao
销	CRUT	ENC	CRUT	1498645	xiao
口	H	MIX	HMHH	1494632	kou
口	C	MIX	CMCC	1494632	kou
组	VATA	LR	VATA	1483920	zu
低	QEIA	LR	QEIA	1471268	di
物	EWIEE	LR	EWIE	1464960	wu
造	OEFH	LR	OEFH	1461215	zao
南	STGS	ENC	STGS	1456850	nan
额	SHATQ	ENC	SHAQ	1453217	e
额	SCATQ	ENC	SCAQ	1453217	e
路	HAEYH	ENC	HAEH	1443833	lu
路	CAEYH	ENC	CAEH	1443833	lu
领	QNATQ	LR	QNAQ	1442902	ling
只	HR	ENC	HRER	1438152	zhi
只	CR	ENC	CRER	1438152	zhi
益	GRTG	LR	GRTG	1437125	yi
广	PN	LR	PNLN	1429394	guang
广	CN	ENC	CNEN	1429394	guang
售	QFH	LR	QFHL	1428609	shou
售	QFC	LR	QFCL	1428609	shou
委	EDV	UD	EDVU	1426344	wei
质	ESTQ	LR	ESTQ	1421850	zhi
约	VAIN	LR	VAIN	1412846	yue
或	NHA	LR	NHAL	1409754	huo
或	NCA	LR	NCAL	1409754	huo
超	FQCEH	LR	FQCH	1409612	chao
超	FQPEH	LR	FQPH	1409612	chao
超	FQHEH	LR	FQHH	1409612	chao
降	XMEYW	MIX	XMEW	1395589	jiang
降	XLEYW	MIX	XLEW	1395589	jiang
别	PHCMX	MIX	PHCX	1394978	bie
别	CHCMX	MIX	CHCX	1394978	bie
别	PHPMX	MIX	PHPX	1394978	bie
战	OHN	LR	OHNL	1382850	zhan
战	OCN	LR	OCNL	1382850	zhan
变	ORY	LR	ORYL	1377455	bian
常	UTHMT	ENC	UTHT	1377004	chang
常	UTCMT	ENC	UTCT	1377004	chang
深	YTRD	UD	YTRD	1371055	shen
存	QMXD	MIX	QMXD	1368174	cun
存	QLXD	MIX	QLXD	1368174	cun
西	ARK	LR	ARKL	1368086	xi
准	NAQF	LR	NAQF	1357696	zhun
施	OCQID	LR	OCQD	1352817	shi
施	OPQID	LR	OPQD	1352817	shi
施	OHQID	LR	OHQD	1352817	shi
注	YOF	LR	YOFL	1352636	zhu
型	AXF	MIX	AXFM	1349088	xing
势	WNQC	LR	WNQC	1345973	shi
非	MAOOO	ENC	MAOO	1345617	fei
非	LAOOO	LR	LAOO	1345617	fei
做	QSHQ	LR	QSHQ	1342636	zuo
做	QSCQ	LR	QSCQ	1342636	zuo
模	DGJQ	UD	DGJQ	1339247	mo
环	AFAU	UD	AFAU	1333202	huan
首	GETL	UD	GETL	1332788	shou
决	NADQ	LR	NADQ	1331862	jue
周	TFH	UD	TFHU	1329315	zhou
周	TFC	UD	TFCU	1329315	zhou
速	ODM	LR	ODML	1328746	su
速	ODL	LR	ODLL	1328746	su
省	UETL	ENC	UETL	1328365	sheng
债	QWAQ	LR	QWAQ	1325659	zhai
术	ND	LR	NDLD	1325436	shu
活	YESH	UD	YESH	1319826	huo
取	CSY	ENC	CSYE	1312238	qu
取	PSY	LR	PSYL	1312238	qu
取	HSY	ENC	HSYE	1312238	qu
专	WXN	MIX	WXNM	1309979	zhuan
控	WSRA	LR	WSRA	1299967	kong
少	UE	ENC	UEEE	1294208	shao
办	QCR	LR	QCRL	1290715	ban
办	QPR	LR	QPRL	1290715	ban
办	QHR	LR	QHRL	1290715	ban
确	AHXTF	MIX	AHXF	1265308	que
确	ACXTF	MIX	ACXF	1265308	que
给	VAQAH	LR	VAQH	1250451	gei
客	SEYH	ENC	SEYH	1248716	ke
医	CQQ	ENC	CQQE	1237648	yi
医	PQQ	LR	PQQL	1237648	yi
医	HQQ	ENC	HQQE	1237648	yi
打	WAX	MIX	WAXM	1226910	da
使	QSMQ	LR	QSMQ	1225864	shi
使	QSLQ	LR	QSLQ	1225864	shi
类	UDQ	ENC	UDQE	1225183	lei
让	NVOA	LR	NVOA	1225177	rang
直	STAA	ENC	STAA	1217692	zhi
张	XIQ	MIX	XIQM	1214690	zhang
快	IDQ	LR	IDQL	1210638	kuai
均	FINA	LR	FINA	1209523	jun
传	QWXN	MIX	QWXN	1205604	chuan
球	AFNSY	UD	AFNY	1199911	qiu
先	EFEL	UD	EFEL	1199554	xian
况	NAHEL	LR	NAHL	1182448	kuang
况	NACEL	LR	NACL	1182448	kuang
效	OQQQ	LR	OQQQ	1179949	xiao
视	NUTEL	LR	NUTL	1179921	shi
州	NMNM	LR	NMNM	1175982	zhou
州	NLNM	LR	NLNM	1175982	zhou
货	QITQ	LR	QITQ	1164250	huo
优	QNQL	LR	QNQL	1163708	you
老	SQI	ENC	SQIE	1162038	lao
税	PEDRH	LR	PEDH	1151284	shui
税	CEDRH	ENC	CEDH	1151284	shui
空	SRA	ENC	SRAE	1149315	kong
游	YOCD	LR	YOCD	1148678	you
游	YOPD	LR	YOPD	1148678	you
游	YOHD	LR	YOHD	1148678	you
币	EMT	LR	EMTL	1147714	bi
币	ELT	LR	ELTL	1147714	bi
十	S	MIX	SMSS	1141118	shi
境	FOGL	LR	FOGL	1136246	jing
具	TAAR	UD	TAAR	1133491	ju
涨	YXIQ	MIX	YXIQ	1131322	zhang
反	EY	UD	EYUY	1130830	fan
带	GSTMT	LR	GSTT	1126026	dai
备	EYK	UD	EYKU	1123901	bei
协	SQCR	ENC	SQCR	1123170	xie
协	SQPR	ENC	SQPR	1123170	xie
协	SQHR	ENC	SQHR	1123170	xie
幅	MTAHK	ENC	MTAK	1119673	fu
幅	LTAHK	LR	LTAK	1119673	fu
样	DGW	UD	DGWU	1115801	yang
府	NQDN	LR	NQDN	1112566	fu
包	IHL	LR	IHLL	1110781	bao
包	ICL	LR	ICLL	1110781	bao
包	IHM	LR	IHML	1110781	bao
军	TQW	LR	TQWL	1102976	jun
则	TQMX	MIX	TQMX	1100821	ze
则	TQLX	MIX	TQLX	1100821	ze
士	SA	ENC	SAEA	1089348	shi
知	QQH	LR	QQHL	1083134	zhi
知	QQC	LR	QQCL	1083134	zhi
引	XM	MIX	XMMM	1079159	yin
引	XL	MIX	XLML	1079159	yin
斯	GREAM	LR	GREM	1078175	si
再	AFT	UD	AFTU	1076051	zai
农	MTV	ENC	MTVE	1074642	nong
农	LTV	LR	LTVL	1074642	nong
每	QKON	LR	QKON	1074142	mei
获	GQEQ	LR	GQEQ	1060074	huo
域	FNHA	LR	FNHA	1059484	yu
域	FNCA	LR	FNCA	1059484	yu
身	EPE	LR	EPEL	1058565	shen
身	ECE	LR	ECEL	1058565	shen
选	OEFL	LR	OEFL	1058458	xuan
药	GVAN	LR	GVAN	1058370	yao
响	HETH	ENC	HETH	1057724	xiang
响	CETH	ENC	CETH	1057724	xiang
界	KQMM	LR	KQMM	1056697	jie
界	KQLM	LR	KQLM	1056697	jie
究	SRQX	MIX	SRQX	1049845	jiu
治	YNH	LR	YNHL	1048035	zhi
治	YNC	LR	YNCL	1048035	zhi
参	NQEEE	LR	NQEE	1043546	can
革	GMS	LR	GMSL	1041562	ge
革	GLS	LR	GLSL	1041562	ge
世	IG	LR	IGLG	1041249	shi
四	KR	LR	KRLR	1039381	si
票	AKAAU	LR	AKAU	1034485	piao
条	EYD	UD	EYDU	1033926	tiao
港	YGRL	UD	YGRL	1022543	gang
观	YTEL	UD	YTEL	1015365	guan
贷	PQITQ	LR	PQIQ	1015095	dai
贷	CQITQ	ENC	CQIQ	1015095	dai
季	EDXD	MIX	EDXD	1011297	ji
态	QNI	LR	QNIL	1005188	tai
队	XMQ	MIX	XMQM	999942	dui
队	XLQ	MIX	XLQM	999942	dui
头	OQ	LR	OQLQ	993595	tou
根	DJV	LR	DJVL	993105	gen
负	XTQ	MIX	XTQM	988387	fu
么	EN	LR	ENLN	986598	me
划	NMX	MIX	NMXM	985561	hua
划	NLX	MIX	NLXM	985561	hua
牌	MMEES	ENC	MMES	982905	pai
牌	LLEES	LR	LLES	982905	pai
江	YA	UD	YAUA	982023	jiang
始	VNH	LR	VNHL	975714	shi
