125	数	25968	3187723
126	事	20107	3178515
127	就	23601	3171510
128	商	21830	3144376
129	此	27492	3028426
130	而	32780	3017888
131	区	21306	3001857
132	建	24314	2996009
133	他	20182	2934280
134	交	20132	2913351
135	及	21450	2898292
136	电	30005	2878287
137	所	25152	2836521
138	最	26368	2829111
139	计	35745	2818499
140	点	28857	2798879
141	们	20204	2795456
142	次	27425	2787296
143	得	24471	2785039
144	量	37327	2764878
145	性	24615	2763901
146	还	36824	2757552
147	从	20174	2742738
148	并	24182	2739860
149	规	35268	2739289
150	之	20043	2733900
151	记	35760	2732329
152	已	24050	2705081
153	相	30456	2699362
154	学	23398	2682377
155	三	19977	2644349
156	当	24403	2636488
157	间	38388	2632408
158	车	36710	2585579
159	员	21592	2564922
160	但	20294	2555684
161	小	23567	2523462
162	说	35828	2510368
163	融	34701	2498167
164	海	28023	2490241
165	明	26126	2480841
166	应	24212	2462475
167	至	33267	2441362
168	天	22825	2411225
169	更	26356	2397021
170	因	22240	2386820
171	险	38505	2380162
172	证	35777	2375830
173	安	23433	2361546
174	任	20219	2351694
175	总	24635	2351288
176	济	27982	2342313
177	银	38134	2306104
178	都	37117	2299779
179	费	36153	2277181
180	如	22914	2269454
181	联	32852	2256502
182	位	20301	2245388
183	调	35843	2235040
184	东	19996	2223891
185	好	22909	2219389
186	第	31532	2218706
187	设	35774	2198531
188	营	33829	2187822
189	看	30475	2179723
190	向	21521	2161448
191	强	24378	2144875
192	台	21488	2144057
193	题	39064	2128987
194	心	24515	2123384
195	道	36947	2117917
196	正	27491	2106982
197	子	23376	2105233
198	创	21019	2101933
199	系	31995	2098766
200	近	36817	2094178
201	意	24847	2082426
202	情	24773	2076156
203	今	20170	2073274
204	布	24067	2061028
205	改	25913	2056832
206	问	38382	2033202
207	权	26435	2014836
208	监	30417	2013878
209	续	32493	2013256
210	被	34987	2007891
211	名	21517	2006230
212	项	39033	2003448
213	两	20004	1994126
214	易	26131	1993074
215	指	25351	1989965
216	房	25151	1988391
217	率	29575	1984786
218	构	26500	1974144
219	达	36798	1969681
220	标	26631	1960326
221	告	21578	1958578
222	文	25991	1953651
223	集	38598	1939864
224	消	28040	1937745
225	北	21271	1936928
226	技	25216	1928062
227	特	29305	1904082
228	式	24335	1890227
229	然	28982	1879808
230	科	31185	1871919
231	份	20221	1867719
232	推	25512	1863818
233	受	21463	1863155
234	息	24687	1857716
235	格	26684	1849206
236	回	22238	1841508
237	去	21435	1833112
238	显	26174	1830223
239	立	31435	1812559
240	认	35748	1809107
241	风	39118	1808512
242	服	26381	1806727
243	起	36215	1804057
244	原	21407	1798169
245	求	27714	1794207
246	华	21326	1792542
247	代	20195	1782538
248	未	26410	1773627
249	着	30528	1772977
250	称	31216	1763011
251	支	25903	1753685
252	局	23616	1749512
253	京	20140	1747542
254	责	36131	1738721
255	需	38656	1726131
256	值	20540	1724871
257	共	20849	1724384
258	社	31038	1723893
259	该	35813	1723389
260	门	38376	1718156
261	接	25509	1713103
262	解	35299	1709385
263	整	25972	1703371
264	些	20123	1694188
265	统	32479	1689038
266	流	27969	1688468
267	院	38498	1683961
268	程	31243	1682185
269	水	27700	1673515
270	手	25163	1667227
271	较	36739	1666911
272	预	39044	1649773
273	升	21319	1648727
274	处	22788	1646340
275	款	27454	1639268
276	户	25143	1637966
277	议	35758	1637728
278	由	30001	1624540
279	没	27809	1620657
280	转	36716	1617462
281	团	22242	1604821
282	财	36130	1594594
283	果	26524	1594323
284	案	26696	1591504
285	件	20214	1589538
286	购	36141	1589153
287	城	22478	1584531
288	限	38480	1582026
289	导	23548	1577353
290	源	28304	1571521
291	结	32467	1568085
292	券	21048	1559431
293	各	21508	1558422
294	查	26597	1556376
295	放	25918	1555932
296	步	27493	1555008
297	二	20108	1554124
298	线	32447	1551672
299	际	38469	1545735
300	很	24456	1545189
301	供	20379	1538706
302	研	30740	1537453
303	单	21333	1537103
304	级	32423	1534993
305	无	26080	1534638
306	运	36816	1530540
307	种	31181	1528497
308	里	37324	1515988
309	策	31574	1503647
310	完	23436	1502652
311	影	24433	1499105
312	销	38144	1498645
313	口	21475	1494632
314	组	32452	1483920
315	低	20302	1471268
316	物	29289	1464960
317	造	36896	1461215
318	南	21335	1456850
319	额	39069	1453217
320	路	36335	1443833
321	领	39046	1442902
322	只	21482	1438152
323	益	30410	1437125
324	广	24191	1429394
325	售	21806	1428609
326	委	22996	1426344
327	质	36136	1421850
328	约	32422	1412846
329	或	25110	1409754
330	超	36229	1409612
331	降	38477	1395589
332	别	21035	1394978
333	战	25112	1382850
334	变	21464	1377455
335	常	24120	1377004
336	深	28145	1371055
337	存	23384	1368174
338	西	35199	1368086
339	准	20934	1357696
340	施	26045	1352817
341	注	27880	1352636
342	型	22411	1349088
343	势	21183	1345973
344	非	38750	1345617
345	做	20570	1342636
346	模	27169	1339247
347	环	29615	1333202
348	首	39318	1332788
349	决	20915	1331862
350	周	21608	1329315
351	速	36895	1328746
352	省	30465	1328365
353	债	20538	1325659
354	术	26415	1325436
355	活	27963	1319826
356	取	21462	1312238
357	专	19987	1309979
358	控	25511	1299967
359	少	23569	1294208
360	办	21150	1290715
361	确	30830	1265308
362	给	32473	1250451
363	客	23458	1248716
364	医	21307	1237648
365	打	25171	1226910
366	使	20351	1225864
367	类	31867	1225183
368	让	35753	1225177
369	直	30452	1217692
370	张	24352	1214690
371	快	24555	1210638
372	均	22343	1209523
373	传	20256	1205604
374	球	29699	1199911
375	先	20808	1199554
376	况	20917	1182448
377	效	25928	1179949
378	视	35270	1179921
379	州	24030	1175982
380	货	36135	1164250
381	优	20248	1163708
382	老	32769	1162038
383	税	31246	1151284
384	空	31354	1149315
385	游	28216	1148678
386	币	24065	1147714
387	十	21313	1141118
388	境	22659	1136246
389	具	20855	1133491
390	涨	28072	1131322
391	反	21453	1130830
392	带	24102	1126026
393	备	22791	1123901
394	协	21327	1123170
395	幅	24133	1119673
396	样	26679	1115801
397	府	24220	1112566
398	包	21253	1110781
399	军	20891	1102976
400	则	21017	1100821
401	士	22763	1089348
402	知	30693	1083134
403	引	24341	1079159
404	斯	26031	1078175
405	再	20877	1076051
406	农	20892	1074642
407	每	27599	1074142
408	获	33719	1060074
409	域	22495	1059484
410	身	36523	1058565
411	选	36873	1058458
412	药	33647	1058370
413	响	21709	1057724
414	界	30028	1056697
415	究	31350	1049845
416	治	27835	1048035
417	参	21442	1043546
418	革	38761	1041562
419	世	19990	1041249
420	四	22235	1039381
421	票	31080	1034485
422	条	26465	1033926
423	港	28207	1022543
424	观	35266	1015365
425	贷	36151	1015095
426	季	23395	1011297
427	态	24577	1005188
428	队	38431	999942
429	头	22836	993595
430	根	26681	993105
431	负	36127	988387
432	么	20040	986598
433	划	21010	985561
434	牌	29260	982905
435	江	27743	982023
436	始	22987	975714
437	山	23665	972761
438	互	20114	972332
439	形	24418	971554
440	教	25945	967391
441	减	20943	961377
442	节	33410	956187
443	占	21344	956042
444	难	38590	954865
445	跌	36300	945683
446	书	20070	941253
447	仅	20165	935698
448	采	37319	929042
449	走	36208	928497
450	板	26495	915725
451	核	26680	913784
452	半	21322	913063
453	稳	31283	912871
454	众	20247	911422
455	气	27668	906197
456	举	20030	905219
457	亚	20122	904414
458	随	38543	897667
459	马	39532	896951
460	积	31215	893173
461	百	30334	888255
462	范	33539	884103
463	王	29579	881883
464	付	20184	881489
465	依	20381	879917
466	号	21495	876442
467	配	37197	874937
468	净	20928	873561
469	某	26576	873449
470	落	33853	869919
471	普	26222	869591
472	致	33268	869406
473	住	20303	868376
474	论	35770	866944
475	见	35265	866537
476	除	38500	861802
477	断	26029	861218
478	考	32771	860681
479	想	24819	857433
480	严	20005	854471
481	审	23457	853481
482	党	20826	850761
483	何	20309	841279
484	职	32844	840070
485	复	22797	839854
486	央	22830	836318
487	买	20080	835949
488	护	25252	832591
489	例	20363	831602
490	清	28165	829116
491	油	27833	829031
492	几	20960	821185
493	越	36234	820685
494	育	32946	817123
495	警	35686	816022
496	极	26497	812179
497	才	25165	809906
498	容	23481	806294
499	己	24049	805298
500	置	32622	803494
501	助	21161	800444
502	师	24072	800065
503	底	24213	797138
504	仍	20173	794729
505	李	26446	791230
506	批	25209	790389
507	贸	36152	789870
508	算	31639	789845
509	微	24494	789695
510	段	27573	788694
511	健	20581	783291
512	望	26395	781417
513	把	25226	780661
514	防	38450	776055
515	检	26816	775838
516	争	20105	774760
517	润	28070	774134
518	尔	23572	771974
519	违	36829	771738
520	略	30053	768094
521	村	26449	763352
522	评	35780	763327
523	验	39564	762262
524	编	32534	761769
525	照	29031	759570
526	继	32487	757985
527	露	38706	754175
528	光	20809	751493
529	航	33322	750178
530	维	32500	748301
531	排	25490	746998
532	试	35797	744078
533	女	22899	743730
534	连	36830	743201
535	五	20116	742145
536	德	24503	741484
537	绩	32489	739821
538	克	20811	737884
539	料	26009	735951
540	双	21452	730985
541	乐	20048	726156
542	承	25215	724893
543	色	33394	721969
544	那	37027	721969
545	拉	25289	721214
546	诉	35785	721137
547	即	21363	720753
548	足	36275	719659
549	话	35805	715638
550	欧	27431	714726
551	按	25353	714567
552	停	20572	708388
553	智	26234	707670
554	历	21382	705649
555	旅	26053	703404
556	站	31449	702853
557	担	25285	701464
558	终	32456	699654
559	且	19988	693162
560	感	24863	690645
561	义	20041	688867
562	米	31859	687099
563	涉	28041	682814
564	红	32418	680099
565	善	21892	680026
566	短	30701	678571
567	媒	23186	678297
568	店	24215	678062
569	言	35328	676982
570	介	20171	676789
571	副	21103	675590
572	赛	36187	675442
573	景	26223	675045
574	列	21015	670600
575	律	24459	667698
576	养	20859	666980
577	真	30495	666800
578	属	23646	663717
579	装	35013	662923
580	康	24247	662326
581	失	22833	661265
582	汽	27773	659527
583	括	25324	657511
584	兴	20852	654040
585	精	31934	651760
586	层	23618	651510
587	居	23621	649547
588	请	35831	647976
589	许	35768	640550
590	官	23448	639603
591	测	27979	636412
592	租	31199	633055
593	盘	30424	632898
594	食	39135	631220
595	余	20313	631077
596	英	33521	628891
597	充	20805	623113
598	功	21151	621615
599	另	21478	621486
600	退	36864	620012
601	压	21387	616802
602	曾	26366	616635
603	讯	35759	616427
604	群	32676	615051
605	辑	36753	614580
606	破	30772	612309
607	截	25130	612297
608	往	24448	610412
609	初	21021	610254
610	富	23500	607386
611	坚	22362	606776
612	执	25191	606034
613	便	20415	605743
614	申	30003	604536
615	象	35937	603308
616	林	26519	600691
617	太	22826	600375
618	纪	32426	599188
619	又	21448	598394
620	董	33891	597940
621	宣	23459	593248
622	损	25439	592126
623	必	24517	590929
624	补	34917	582877
625	识	35782	582841
626	黄	40644	580916
627	席	24109	577802
628	铁	38081	576257
629	酒	37202	574193
630	器	22120	573713
631	织	32455	573449
632	巴	24052	573112
633	围	22260	572874
634	博	21338	571963
635	否	21542	571024
636	临	20020	569827
637	钱	38065	569634
638	止	27490	566501
639	友	21451	566389
640	竞	31454	565625
641	述	36848	563782
642	白	30333	561333
643	析	26512	561262
644	边	36793	560978
645	土	22303	559771
646	汇	27719	559445
647	离	31163	556706
648	访	35775	555662
649	校	26657	554073
650	图	22270	551138
651	热	28909	550944
652	突	31361	550221
653	她	22905	549357
654	你	20320	549244
655	龙	40857	547614
656	县	21439	546861
657	罗	32599	545414
658	星	26143	544788
659	波	27874	541989
660	演	28436	541265
661	儿	20799	541018
662	络	32476	539862
663	素	32032	538396
664	习	20064	536110
665	块	22359	536072
666	宝	23453	535613
667	青	38738	533637
668	远	36828	530546
669	片	29255	529532
670	措	25514	529460
671	卖	21334	526234
672	飞	39134	522127
673	差	24046	521703
674	闻	38395	521228
675	河	27827	518504
676	击	20987	515983
677	干	24178	514424
678	础	30784	510063
679	估	20272	508864
680	满	28385	507626
681	福	31119	506717
682	扩	25193	506612
683	疗	30103	505169
684	卡	21345	503147
685	陈	38472	502833
686	史	21490	501095
687	端	31471	499503
688	早	26089	499152
689	声	22768	498154
690	纳	32435	495621
691	字	23383	495298
692	刘	21016	495143
693	石	30707	494551
694	香	39321	493179
695	促	20419	492775
696	判	21028	491891
697	紧	32039	489619
698	云	20113	488209
699	够	22815	487984
700	园	22253	484819
701	花	33457	484481
702	借	20511	484207
703	阳	38451	482521
704	洲	27954	479132
705	察	23519	475918
706	假	20551	475190
707	绍	32461	473867
708	逐	36880	472641
709	苏	33487	472303
710	套	22871	471607
711	阿	38463	471289
712	晚	26202	471191
713	希	24076	471013
714	募	21215	470827
715	修	20462	469467
716	障	38556	468672
717	春	26149	467743
718	病	30149	467438
719	尽	23613	466773
720	签	31614	463574
721	托	25176	462588
722	火	28779	459288
723	什	20160	455821
724	待	24453	454914
725	它	23427	452629
726	享	20139	451333
727	谈	35848	448976
728	免	20813	448770
729	移	31227	447047
730	征	24449	446886
731	综	32508	446558
732	候	20505	444739
733	思	24605	443418
734	招	25307	442030
735	虽	34429	441994
736	频	39057	441457
737	宁	23425	440324
738	印	21360	438665
739	神	31070	435692
740	送	36865	434681
741	卫	21355	433903
742	却	21364	433311
743	疑	30097	429675
744	账	36134	427123
745	良	33391	425810
746	切	20999	422866
747	择	25321	421358
748	罚	32602	421210
749	披	25259	417049
750	索	32034	415976
751	累	32047	412419
752	适	36866	412248
753	独	29420	411159
754	弹	24377	409340
755	刚	21018	408849
756	留	30041	406525
757	困	22256	406502
758	状	29366	406333
759	简	31616	406081
760	陆	38470	404053
761	储	20648	402964
762	遇	36935	402672
763	爱	29233	399553
764	背	32972	399502
765	罪	32618	397876
766	换	25442	397088
767	轮	36718	396477
768	巨	24040	396048
769	厂	21378	395700
770	俄	20420	395415
771	督	30563	394786
772	录	24405	393287
773	密	23494	391052
774	志	24535	390811
775	害	23475	389962
776	零	38646	389656
777	角	35282	386339
778	命	21629	385512
779	故	25925	385344
780	念	24565	385303
781	激	28608	384785
782	午	21320	384751
783	链	38142	383296
784	版	29256	379991
785	材	26448	379640
786	细	32454	378707
787	趋	36235	378485
788	针	38024	378076
789	盟	30431	377787
790	届	23626	376165
791	启	21551	375524
792	左	24038	375070
793	盈	30408	374448
794	朗	26391	372175
795	库	24211	371619
796	湖	28246	371324
797	泰	27888	370429
798	轻	36731	369663
799	镇	38215	368455
800	私	31169	367941
801	归	24402	367924
802	千	21315	366565
803	兰	20848	366484
804	武	27494	365930
805	讲	35762	364393
806	右	21491	364271
807	贫	36139	363927
808	拿	25343	363676
809	像	20687	363398
810	阶	38454	362822
811	乡	20065	362085
812	培	22521	362054
813	序	24207	361360
814	透	36879	359869
815	救	25937	358472
816	甚	29978	356877
817	辆	36742	354262
818	楼	27004	354084
819	登	30331	353979
820	庆	24198	353649
821	艺	33402	353376
822	令	20196	352304
823	岁	23681	351320
824	愿	24895	350936
825	湾	28286	350614
826	末	26411	345660
827	顺	39034	345487
828	延	24310	345314
829	孩	23401	345052
830	予	20104	344664
831	裁	35009	343749
832	仓	20179	343141
833	剧	21095	342523
834	犯	29359	341670
835	亏	20111	339777
836	班	29677	339603
837	播	25773	338989
838	吸	21560	335922
839	找	25214	335110
840	订	35746	335038
841	追	36861	332757
842	音	38899	332714
843	冲	20914	331570
844	倍	20493	331341
845	黑	40657	331028
846	跟	36319	331021
847	室	23460	330723
848	庭	24237	330247
849	挥	25381	329553
850	温	28201	327570
851	署	32626	327470
852	亲	20146	326933
853	缺	32570	326903
854	峰	23792	326684
855	味	21619	326025
856	威	23041	324067
857	探	25506	322161
858	章	31456	319359
859	韩	38889	318426
860	奖	22870	317954
861	觉	35273	317593
862	须	39035	317163
863	输	36755	315977
864	悉	24713	315900
865	吨	21544	315849
866	贵	36149	315811
867	丰	20016	315482
868	母	27597	313829
869	虑	34385	313666
870	浪	28010	313325
871	纷	32439	313069
872	帮	24110	312664
873	派	27966	312601
874	偿	20607	311753
875	钢	38050	311392
876	似	20284	309250
877	危	21361	309106
878	急	24613	309030
879	六	20845	308307
880	滑	28369	307866
881	惠	24800	307168
882	缓	32531	306855
883	眼	30524	305134
884	男	30007	301787
885	旗	26071	301358
886	拟	25311	300160
887	尚	23578	299868
888	伤	20260	299815
889	松	26494	298896
890	操	25805	298351
891	戏	25103	298169
892	训	35757	295070
893	永	27704	294911
894	励	21169	294780
895	诺	35834	292651
896	杨	26472	292028
897	瑞	29790	291690
898	载	36733	289888
899	押	25276	288927
900	澳	28595	288898
901	嫌	23244	288808
902	尼	23612	288537
903	筹	31609	287483
904	宏	23439	287035
905	询	35810	286916
906	聚	32858	286408
907	拥	25317	286378
908	圳	22323	286282
909	昨	26152	285762
910	乎	20046	283699
911	绝	32477	283581
912	释	37322	281783
913	岛	23707	281718
914	古	21476	281607
915	族	26063	280340
916	召	21484	278413
917	架	26550	278266
918	异	24322	277140
919	盛	30427	276183
920	键	38190	275458
921	九	20061	275436
922	迎	36814	275138
923	煤	29028	274244
924	符	31526	274042
925	授	25480	272491
926	脱	33073	272033
927	沙	27801	270174
928	缩	32553	270105
929	死	27515	269718
930	绿	32511	269598
931	偏	20559	269164
932	八	20843	268947
933	盖	30422	267733
934	跨	36328	266885
935	靠	38752	266106
936	渠	28192	265971
937	震	38663	265933
938	附	38468	265250
939	津	27941	264961
940	拍	25293	264242
941	雷	38647	263626
942	污	27745	263336
943	爆	29190	261866
944	夫	22827	261564
945	含	21547	259281
946	概	27010	259124
947	暂	26242	257419
948	避	36991	256962
949	奥	22885	256867
950	伙	20249	256844
951	顾	39038	256560
952	暴	26292	256414
953	汉	27721	255049
954	遭	36973	254611
955	染	26579	254290
956	伟	20255	252101
957	抓	25235	252064
958	语	35821	251195
959	牛	29275	250841
960	伊	20234	250645
961	恒	24658	249681
962	册	20876	249480
963	馆	39302	249303
964	夏	22799	247670
965	浙	27993	247082
966	洋	27915	246810
967	若	33509	246718
968	餐	39184	245206
969	吉	21513	244594
970	禁	31105	244427
971	吴	21556	242919
972	腾	33150	242629
973	渐	28176	242453
974	挂	25346	242198
975	软	36719	240651
976	码	30721	240148
977	守	23432	240020
978	固	22266	239905
979	贴	36148	239311
980	束	26463	238758
981	递	36882	238577
982	笔	31508	238225
983	寿	23551	238169
984	久	20037	237405
985	川	24029	237190
986	弱	24369	236206
987	厅	21381	234417
988	朝	26397	233661
989	虚	34394	232018
990	错	38169	231975
991	听	21548	230894
992	般	33324	230549
993	滴	28404	229026
994	尤	23588	228744
995	岸	23736	228666
996	映	26144	228077
997	沪	27818	228006
998	劳	21171	227647
999	矿	30719	225704
1000	毒	27602	225350
1001	幕	24149	224679
1002	宽	23485	223469
1003	献	29486	223036
1004	座	24231	222907
1005	鲜	40092	222400
1006	亮	20142	222106
1007	攻	25915	221449
1008	患	24739	220877
1009	扣	25187	220080
1010	喜	21916	219737
1011	写	20889	219576
1012	读	35835	219307
1013	扶	25206	218910
1014	讨	35752	218141
1015	船	33337	217978
1016	雨	38632	217892
1017	七	19971	217800
1018	潜	28508	217736
1019	刑	21009	217578
1020	焦	28966	217290
1021	胜	32988	217183
1022	欢	27426	217019
1023	疫	30123	216452
1024	折	25240	216144
1025	佳	20339	215647
1026	荣	33635	214976
1027	骗	39575	214489
1028	隐	38544	213683
1029	混	28151	213519
1030	哪	21738	213396
1031	奇	22855	213322
1032	衡	34913	213199
1033	吃	21507	212397
1034	鼓	40723	212263
1035	缴	32564	211941
1036	烈	28872	210256
1037	摄	25668	208189
1038	怎	24590	208026
1039	驾	39550	207572
1040	努	21162	207562
1041	坛	22363	207416
1042	赔	36180	207194
1043	田	30000	205688
1044	哈	21704	205256
1045	伴	20276	205105
1046	宜	23452	204689
1047	著	33879	204312
1048	既	26082	203800
1049	秀	31168	202382
1050	射	23556	202116
1051	抗	25239	202005
1052	灾	28798	201688
1053	街	34903	201599
1054	距	36317	201505
1055	挑	25361	201476
1056	饮	39278	201217
1057	跃	36291	201185
1058	抢	25250	200869
1059	杆	26438	200785
1060	赵	36213	200206
1061	蓝	34013	199546
1062	草	33609	199293
1063	乘	20056	198728
1064	丽	20029	198665
1065	跑	36305	198139
1066	寻	23547	198088
1067	呈	21576	197923
1068	刻	21051	196940
1069	兵	20853	196907
1070	撑	25745	196826
1071	毕	27605	196438
1072	答	31572	195937
1073	藏	34255	195797
1074	摩	25705	194266
1075	遍	36941	193936
1076	筑	31569	193176
1077	斗	26007	191351
1078	钟	38047	191289
1079	援	25588	191189
1080	血	34880	190570
1081	晓	26195	190554
1082	舰	33328	190104
1083	玉	29577	189979
1084	覆	35206	188699
1085	旧	26087	188289
1086	驶	39542	188009
1087	振	25391	187720
1088	朋	26379	186669
1089	赁	36161	186004
1090	典	20856	185399
1091	休	20241	184583
1092	苹	33529	184514
1093	散	25955	184426
1094	坦	22374	184423
1095	歌	27468	184139
1096	谢	35874	183662
1097	迅	36805	183136
1098	画	30011	183047
1099	熟	29087	183041
1100	杂	26434	182651
1101	雪	38634	181810
1102	毛	27611	180894
1103	课	35838	180175
1104	圈	22280	180174
1105	抵	25269	179651
1106	彩	24425	179328
1107	童	31461	179308
1108	倒	20498	179294
1109	练	32451	178748
1110	迪	36842	178706
1111	杭	26477	178565
1112	孙	23385	176988
1113	嘉	22025	176715
1114	触	35302	174074
1115	途	36884	173904
1116	桥	26725	173620
1117	粉	31881	173296
1118	菜	33756	172644
1119	拓	25299	172141
1120	驻	39547	171710
1121	父	29238	171393
1122	兼	20860	171383
1123	贡	36129	170956
1124	封	23553	170941
1125	冰	20912	170788
1126	误	35823	170621
1127	秘	31192	170264
1128	苗	33495	169828
1129	珠	29664	169632
1130	诚	35802	169192
1131	宗	23447	166910
1132	遗	36951	166541
1133	徐	24464	165819
1134	树	26641	164619
1135	赢	36194	164574
1136	杠	26464	164559
1137	巡	24033	164414
1138	齐	40784	164164
1139	迷	36855	164017
1140	潮	28526	163979
1141	郑	37073	163617
1142	伦	20262	163300
1143	顶	39030	162570
1144	侵	20405	161810
1145	夜	22812	161213
1146	慢	24930	159289
1147	慎	24910	159168
1148	恶	24694	158393
1149	呼	21628	158139
1150	荡	33633	157826
1151	猪	29482	157755
1152	屋	23627	157551
1153	径	24452	156786
1154	侧	20391	156390
1155	履	23653	156338
1156	冠	20896	155636
1157	玩	29609	154973
1158	奶	22902	154942
1159	邮	37038	154858
1160	握	25569	154681
1161	亡	20129	154636
1162	乱	20081	153373
1163	杀	26432	153029
1164	败	36133	152937
1165	搜	25628	152351
1166	蒙	33945	151750
1167	勇	21191	151060
1168	朱	26417	150483
1169	雄	38596	149650
1170	冷	20919	149316
1171	沿	27839	148967
1172	丝	19997	148904
1173	彻	24443	148527
1174	森	26862	148497
1175	肉	32905	148438
1176	脑	33041	147704
1177	邦	37030	147696
1178	礼	31036	147666
1179	谓	35859	147553
1180	恐	24656	147452
1181	堂	22530	147037
1182	胡	32993	146918
1183	辉	36745	146533
1184	沟	27807	146460
1185	慧	24935	146298
1186	池	27744	146252
1187	呢	21602	145536
1188	燃	29123	145333
1189	木	26408	145309
1190	谷	35895	144883
1191	竟	31455	144862
1192	泛	27867	144136
1193	陷	38519	143911
1194	梦	26790	143729
1195	扬	25196	143247
1196	鉴	37492	142632
1197	繁	32321	142565
1198	鹏	40527	142532
1199	宇	23431	142418
1200	闭	38381	142336
1201	幸	24184	142078
1202	肯	32943	141909
1203	烟	28895	141631
1204	绕	32469	141601
1205	鲁	40065	141371
1206	兑	20817	141002
1207	誉	35465	140935
1208	植	26893	140504
1209	婚	23130	140397
1210	稿	31295	140320
1211	诈	35784	140241
1212	冬	20908	140238
1213	粮	31918	139677
1214	灵	28789	139586
1215	硬	30828	139368
1216	哥	21733	138349
1217	晨	26216	138276
1218	郭	37101	137522
1219	昌	26124	137418
1220	忧	24551	137253
1221	返	36820	137212
1222	梅	26757	136543
1223	宅	23429	136379
1224	掌	25484	136350
1225	旦	26086	136111
1226	塔	22612	136055
1227	野	37326	135707
1228	翻	32763	135662
1229	曲	26354	135425
1230	逾	36926	135190
1231	榜	27036	135167
1232	乏	20047	135016
1233	皮	30382	133787
1234	乌	20044	133530
1235	醒	37266	133404
1236	薪	34218	133245
1237	驱	39537	133165
1238	穿	31359	133113
1239	顿	39039	132883
1240	叫	21483	132146
1241	豆	35910	132136
1242	坐	22352	131787
1243	宾	23486	131763
1244	吗	21527	131698
1245	仪	20202	131669
1246	菲	33778	131586
1247	贯	36143	131236
1248	赶	36214	130885
1249	舞	33310	130864
1250	谁	35841	130758
1251	剩	21097	130732
1252	鱼	40060	130650
1253	贝	36125	130459
1254	纠	32416	130310
1255	洪	27946	130301
1256	掉	25481	130145
1257	阻	38459	130042
1258	龄	40836	130036
1259	岗	23703	129878
1260	杰	26480	129806
1261	疾	30142	129349
1262	坏	22351	129192
1263	搭	25645	129018
1264	档	26723	128548
1265	怀	24576	128541
1266	姓	22995	128152
1267	逆	36870	127120
1268	敏	25935	126962
1269	纸	32440	126792
1270	洁	27905	126660
1271	诊	35786	126062
1272	丹	20025	126059
1273	唯	21807	125182
1274	甲	30002	125023
1275	梁	26753	124932
1276	轨	36712	124519
1277	弃	24323	124272
1278	妈	22920	124250
1279	洗	27927	124123
1280	暖	26262	123974
1281	迹	36857	123965
1282	隆	38534	123811
